Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
seetflix.tumblr.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
pompanogroup.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
otomoto.pl,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
mail.colegiosanmiguel.cl,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
liencs.fr,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
chineshydromechanical.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
lootgg.ga,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1,0,1
chezlesdudu.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
department-page-secure.live,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
hideuri.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
allegro.pl,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
slickdeals.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
t.umblr.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
giphy.com,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0
minagi.org,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
cadastro.byethost31.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
colegiomoura.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
dbsdemoonline.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
tny.sh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
wetransfer-plus7.ml,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
verified-paxful.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
de-solutions.info,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
abre.ai,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
thechive.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
fb327-items-market46.farmerscentre.com.ng,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
samcool.org,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
ghconsulting.co.uk,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1
radioabbasfm.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
kizi.com,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0
novapowa.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
doctorannenkova.ru,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
dengemuhasebe.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
trbetasusgiiris2.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
touchgoldracing.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
am-t.by,0,1,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
google.com.mx,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
jezebel.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
upd-medlav.net,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
art-sticker.fr,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1
thenextweb.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
c1511482.ferozo.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1
dhlexpressmail.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1
team-snudesde.google-safety.de,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
grupwhatsappsexy.zyns.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ime.uff.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1
chinadryer.cn,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
zozo.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
aclservices.co.uk,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
patch.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
posterwalker.com.sg,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
agemcargo.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
arshermeneutica.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
electronicavalencia.com.ar,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
endo.ba,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
jimryky.blogspot.com,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,0,1
deadspin.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0
grupomg.com.ar,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
dataeinloggen.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
olx.ro,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
johnfinchpartnership.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
siesoluciones.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
homologacao.madrugadaolanches.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
dreamhouse.in.th,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,1
io9.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
cookpad.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
themeforest.net,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
robertoseifert.com,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1
privatbank.ua,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
fareast.qa,0,0,0,3,0,0,0,0,1,1,1,1,1,0,1,0,1
helpdesk-tech.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
olx.co.id,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
wholesalemsms.club,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
villa-azzurro.com,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
asmelhoresofertasmagalu.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
500px.com,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
thelogodept.com,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,0,1
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
advonationusa.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
u.nu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
debusinessmarketing.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
15688c.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
igrzyskasto.pl,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
cache.nebula.phx3.secureserver.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
onedio.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
seesaawiki.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mashable.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
lbmengenhariarj.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
i-m.mx,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
vizagsource.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
alldomain.milemarker5cbd.com,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
atualizarboletovencido.com.br,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1,0
onedio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
bombayelectricstore.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
coconnext.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
ahrefs.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,0
jjscdc.cn,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1
1337x.to,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
presentedodiadasmaeseaqui.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
absa.ent.box.com,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
millionworkermarch.icu,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
cheezburger.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
a.a.3483.fhug.5875.dhirt.4989.rgkhr.594k.egih.dg4r4t.clearpointsupplies.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
tinyurl.com,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
cursosmaquiagem.com,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1
cheezburger.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
cogimodule.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
amazon.de.p122421.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
aegse.top,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
grindtimegym.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
cdzizi.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
lntrealtly-seawoods.co.in,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
cimslp-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1,0
vppartners2-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
attnetcommonloginigate_edamcon1.godaddysites.com,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
btr392mwtdk0s15txvutshqj9hnsqsw5eu3mnigy.s3-ap-northeast-1.amazonaws.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
vmoremlm.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
katproxy.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
u704893oyf.ha004.t.justns.ru,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1
fanpage.gr,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
popaddress.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
alpha-mail-server2.ddns.info,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
persianblog.ir,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
2lyk-chort.thess.sch.gr,0,0,1,9,0,0,0,1,0,1,1,1,0,0,1,0,1
lenagruessdich.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
manaplas.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
buzzfil.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
mayamimar.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
perezhilton.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
betasus199.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
profelectrik.ru,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
verificacaoitau.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
marsold.cl,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
royaltytravelusa.net,0,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
web.de,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
24guardalupe.joomla.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
lifehacker.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
hamt.jp,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
etecindsvc.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
olx.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
url5928.marsello.io,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
safgg34rfdfweqdas.epizy.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
seg-dispositivo.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
mytanfarma.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
enigreen.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
wisegeek.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
evisionlegal.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
olx.ro,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
appviagespontosbr.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
korea-collagen.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
1drv.ms,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
lastpass.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
monikareplin.pl,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
xvideo-jp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
slotsmaxbet.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
investingdojo.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1
resolvemyaccount-paypal.casacam.net,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1
arstechnica.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
community-ebay-de-diskussionsforen-3ws.html-5.me,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
qfreeaccountssjc1.az1.qualtrics.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
santaremplay.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
campisicorradomichele.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
steamcommunity.com,0,0,1,8,1,0,0,0,0,1,0,1,0,0,1,0,0
itir4.app.link,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
dropbox.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
rcone.kvhkosher.org,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
erzincansydv.gov.tr,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
joint.co.il,0,0,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
ewi.my.salesforce.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
kuota-gratis.vcd.ng,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
surveyheart.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
larutamilenariadelatun.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
olx.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
profinishmi.com,0,1,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
osarokpoyon.website2.me,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
lakinshore.buzz,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
diablodev.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
olx.co.id,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0
notarius24.biz,0,0,1,8,0,0,0,0,0,1,0,0,1,0,1,0,1
verified-paxful.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,0,0,1,0,1
caribconnectlaw.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
castelooleos.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
olx.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
hodgebk.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
